numero,descricao,situacao,estado_conservacao,campus.nome,valor_inicial,valor_liquido_contabil
218255,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA",ativo,,CAMPUS ITABAIANA,527.0,523.05
218256,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA",ativo,,CAMPUS ITABAIANA,527.0,523.05
218257,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA",ativo,,CAMPUS ITABAIANA,527.0,523.05
218258,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA",ativo,,CAMPUS ITABAIANA,527.0,523.05
218259,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA",ativo,,CAMPUS ITABAIANA,527.0,523.05
218260,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA (MESA EM ""L"" - 160 CM)",ativo,,CAMPUS ITABAIANA,1050.0,1042.12
218261,"MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO GALVANIZADO, MATERIAL TAMPO FIBRA DE MADEIRA, REVESTIMENTO TAMPO MDF, COR TAMPO CINZA, LARGURA 1,20, PROFUNDIDADE 0,60, ALTURA 0,75, PADRÃO ACABAMENTO TAMPO PINTURA POLIURETÂMICA TESTURIZADA EFEITO GOFRATO, COR ESTRUTURA ARGILA, ACABAMENTO ESTRUTURA PINTURA EM EPÓXIPÓ, ESPESSURA TAMPO 25, CARACTERÍSTICAS ADICIONAIS SAPATA NIVELADORAS/PISO COM REGULADORES DE ALTURA (MESA EM ""L"" - 160 CM)",ativo,,CAMPUS ITABAIANA,1050.0,1042.12
218262,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218263,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218264,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218265,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218266,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218267,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218268,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218269,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218270,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218271,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218272,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218273,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218274,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218275,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218276,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218277,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218278,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218279,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218280,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218281,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218282,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218283,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218284,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218285,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218286,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218287,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218288,"CADEIRA FIXA, MATERIAL ASSENTO AÇO INOXIDÁVEL, MATERIAL ENCOSTO AÇO INOXIDÁVEL, MATERIAL ESTRUTURA TUBO AÇO, TIPO BASE FIXO, TIPO ENCOSTO FIXO, CARACTERÍSTICAS ADICIONAIS PÉS PONTEIRAS DE BORRACHA ANTIDERRAPANTE, TRATAMENTO SUPERFICIAL PINTURA EPÓXI, TIPO PÉ AÇO TUBULAR (CADEIRA PARA RECEPÇÃO COM BRAÇOS)",ativo,,CAMPUS ITABAIANA,650.0,645.12
218295,"Scanner de mesa/vidro A3 com resolução óptica de captura de 600 ppp que suporte tamanhos de documentos nos formatos A3, CARTA, A4 e OFÍCIO",ativo,bom,CAMPUS JOÃO PESSOA,25750.0,25363.75
218296,CENTRÍFUGA DE BANCADA MICROPRESSADORA MOD. 206BL EXCELSA II (TOMBO ANTERIOR 159478 ),ativo,,CAMPUS CAMPINA GRANDE,4619.45,4602.13
218297,"Bomba centrífuga, padrão incêndio",ativo,,REITORIA,2390.0,2372.07
218298,IMPRESSORA DE CARTAO / CRACHA  DATACARD CD800 DUPLEX,ativo,bom,CAMPUS JOÃO PESSOA,6498.99,6401.51
218323,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218324,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218325,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218326,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218327,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218328,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218329,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218330,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218331,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218332,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218333,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218334,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218335,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218336,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218337,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218338,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218339,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218340,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218341,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218342,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218343,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218344,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218345,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218346,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218347,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218348,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218349,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218350,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218351,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218352,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218353,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218354,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218355,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218356,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
218357,REGUA PARALELA DE 80 CM ACOMPANHADA DE KIT DE INSTALAÇÃO PARA MESA DE DESENHO COM TAMPA DE MADEIRA DIMENSÕES DE 80 X 60 CM,pendente,,,71.19,71.19
